int,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,km2,m,frac,frac,MCM,MCM,1-100,1-100,1-100,1-100,1-100,frac,frac,frac,Frac,frac,frac,fact,fact
WatProvID,RES_INIT,GWT_INIT,GWT_RECH,INFORMAL,RES_FLO,RES_MAX,GWT_MAX,ENV_FRAC,DOM_CONS_F,DOM_REU,IRR_REU,IND_CONS_F,IND_REU,ENV_USE,AREA_WP,HP_ELV,HP_FAC,HP_EFF,RES_extra,DESAL,DOM_PRI,IND_PRI,IRR_PRI,ENV_PRI,DWN_PRI,IRR_CONS_F,URB_DEM,IND_DEM,IRR_AREA,Ext_User,DWN_DEM,Calibration,IRR_COR
791,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5168.71,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0
792,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,195709,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0
793,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,14884.9,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.1
794,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,92885.5,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.3608525
795,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,14580,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.30854675
796,0.8,0.7,0.05,0,0.0216,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,1595540,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.1
797,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,70273.1,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,6.5152775
798,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7100,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0
799,0.8,0.7,0.05,0,0.1544,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,72675.3,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
800,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17830.3,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0
801,0.8,0.7,0.05,0,0.0216,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,122939,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.321795
802,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,34707.9,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.7124175
803,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,25813.3,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
804,0.8,0.7,0.05,0,0.0003,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,15275.9,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.200445
805,0.8,0.7,0.05,0,0.7341,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,48633.6,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.2708925
806,0.8,0.7,0.05,0,0.1787,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,31476.2,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.578085
807,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,43551.8,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,2.8814275
808,0.8,0.7,0.05,0,0.0019,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,37013.8,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,2.95245
809,0.8,0.7,0.05,0,0.0091,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,14126.7,50,1,0.75,0,-999,99,99,99,99,99,0.94,1,1,1,0,0,1.02,0.90008675
810,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7872.42,50,1,0.75,0,-999,99,99,99,99,99,0.83,1,1,1,0,0,1.02,0.1
811,0.8,0.7,0.05,0,0.219,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,2593.34,50,1,0.75,0,-999,99,99,99,99,99,0.93,1,1,1,0,0,1.02,4.226425
812,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7568.14,50,1,0.75,0,0,99,99,99,99,99,0.88,1,1,1,0,0,1.02,2.0561
813,0.8,0.7,0.05,0,0.1269,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,422450,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.17532975
814,0.8,0.7,0.05,0,0.2936,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,279914,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.162336
815,0.8,0.7,0.05,0,0.0019,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,813326,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.1
816,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,115210,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.1
817,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,67735.5,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.1
818,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,60328.3,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.1
819,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,434.752,50,1,0.75,0,0,99,99,99,99,99,1,1,1,1,0,0,1.02,0
820,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,1028.03,50,1,0.75,0,0,99,99,99,99,99,1,1,1,1,0,0,1.02,8.515765
821,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,213.141,50,1,0.75,0,0,99,99,99,99,99,1,1,1,1,0,0,1.02,0
822,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,388.218,50,1,0.75,0,0,99,99,99,99,99,1,1,1,1,0,0,1.02,0
823,0.8,0.7,0.05,0,0.0104,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,58436.7,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.4514125
824,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,101235,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.6781375
825,0.8,0.7,0.05,0,0.0048,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,153952,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.0710025
826,0.8,0.7,0.05,0,0.005,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,115395,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.5331975
827,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,163963,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.99188675
828,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,185.085,50,1,0.75,0,0,99,99,99,99,99,0,1,1,1,0,0,1.02,0
829,0.8,0.7,0.05,0,0.027,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,135550,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.591565
830,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,43296.7,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,5.3073025
831,0.8,0.7,0.05,0,0.0111,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17090.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,10
832,0.8,0.7,0.05,0,0.4196,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,29133.6,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,4.475325
833,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,11160.7,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.117845
834,0.8,0.7,0.05,0,0.0052,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,38167.7,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,10
835,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,79358.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.6570975
836,0.8,0.7,0.05,0,0.4123,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,68265,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.0994725
837,0.8,0.7,0.05,0,0.4835,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,16226,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.9333575
838,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7106.1,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.1983975
839,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17798,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.91989825
840,0.8,0.7,0.05,0,0.026,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,58327.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.2234725
841,0.8,0.7,0.05,0,0.7534,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,46351.8,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.443025
842,0.8,0.7,0.05,0,0.0019,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,26394.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,10
843,0.8,0.7,0.05,0,0.0448,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,8744.56,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.12065875
844,0.8,0.7,0.05,0,0.2086,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,24069.1,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.91881775
845,0.8,0.7,0.05,0,0.1043,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,25633.8,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.33625475
846,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,321.85,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0
847,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5022.37,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.401574
848,0.8,0.7,0.05,0,0.1689,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,9288.63,50,1,0.75,0,0,99,99,99,99,99,0.92,1,1,1,0,0,1.02,1.90544
849,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,37420,50,1,0.75,0,0,99,99,99,99,99,0.72,1,1,1,0,0,1.02,0.4150615
850,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,12821.1,50,1,0.75,0,0,99,99,99,99,99,0.91,1,1,1,0,0,1.02,3.9983775
851,0.8,0.7,0.05,0,0.2188,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,10228.6,50,1,0.75,0,0,99,99,99,99,99,0.88,1,1,1,0,0,1.02,1.90544
852,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,373.488,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.4150615
853,0.8,0.7,0.05,0,0.2425,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,20426.7,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.286545
854,0.8,0.7,0.05,0,0.1754,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,11602.7,50,1,0.75,0,0,99,99,99,99,99,0.73,1,1,1,0,0,1.02,1.6129425
855,0.8,0.7,0.05,0,0.2153,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,80348.7,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.5028625
856,0.8,0.7,0.05,0,0.2105,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,95043.1,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.8707925
857,0.8,0.7,0.05,0,0.2187,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,63324.7,50,1,0.75,0,0,99,99,99,99,99,0.72,1,1,1,0,0,1.02,2.95411
858,0.8,0.7,0.05,0,0.0761,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,50336.1,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
859,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,20088.3,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,6.52047
860,0.8,0.7,0.05,0,0.5995,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,69565.7,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
861,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,26076.6,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.8689625
862,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,107.799,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0
863,0.8,0.7,0.05,0,0.018,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,14563.6,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
864,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,13507.2,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.94220375
865,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17763.7,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,4.5219375
866,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6663.72,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
867,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,8673.56,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0
868,0.8,0.7,0.05,0,0.0347,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56796.2,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,8.532175
869,0.8,0.7,0.05,0,0.0416,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,107943,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
870,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17886.8,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.4974675
871,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17684.1,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.760132
872,0.8,0.7,0.05,0,0.9144,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,50442.5,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.40136
873,0.8,0.7,0.05,0,0.1967,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,85285.5,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,2.8323075
874,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,81789.8,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.4778025
875,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,75210,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,2.6131
876,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,34735.7,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,0.1
877,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,42143,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,0.1
878,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,90714.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.0220625
879,0.8,0.7,0.05,0,0.0395,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,128370,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.764955
880,0.8,0.7,0.05,0,0.0002,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,80958.5,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,2.0990675
881,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,21827.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,0.99538175
882,0.8,0.7,0.05,0,0.0075,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,72015,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.088585
883,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17425.3,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.8008125
884,0.8,0.7,0.05,0,0.1503,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,98189.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.98,1.3036325
885,0.8,0.7,0.05,0,0.1536,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,59787.1,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,0.98,4.562555
886,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,26555.1,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.43707925
887,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,53297.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.4124775
888,0.8,0.7,0.05,0,0.7326,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,66307.5,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.697187
889,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,13400.4,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.9992645
890,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,35707.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.0831425
891,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,48603.8,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.4491175
892,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,140793,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.53089325
893,0.8,0.7,0.05,0,0.0298,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56278,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.5311445
894,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,9841.16,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.2441425
895,0.8,0.7,0.05,0,0.2592,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,57641.9,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,7.658255
896,0.8,0.7,0.05,0,0.3465,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,182560,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.0976925
897,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,8702.37,50,1,0.75,0,-999,99,99,99,99,99,0.8,1,1,1,0,0,1.02,0.2156315
898,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,22940.4,50,1,0.75,0,-999,99,99,99,99,99,0.81,1,1,1,0,0,1.02,0.51872
899,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,112.925,50,1,0.75,0,0,99,99,99,99,99,0,1,1,1,0,0,1.02,0
900,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,356.054,50,1,0.75,0,0,99,99,99,99,99,0,1,1,1,0,0,1.02,0
901,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6847.74,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0
902,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,20632.5,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,9.1492725
903,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,17691.4,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.3128925
904,0.8,0.7,0.05,0,0.0966,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,138039,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,10
905,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,150492,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,3.4453575
906,0.8,0.7,0.05,0,0.0551,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,144452,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,1.09652
907,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,86761.9,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.95249325
908,0.8,0.7,0.05,0,0.1138,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,145853,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.3790325
909,0.8,0.7,0.05,0,0.0615,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,213392,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,5.4948075
910,0.8,0.7,0.05,0,0.4095,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,104773,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.1795595
911,0.8,0.7,0.05,0,0.0432,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,109898,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.15,4.585025
912,0.8,0.7,0.05,0,0.2142,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,127442,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.7482295
913,0.8,0.7,0.05,0,0.0103,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,61011.8,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,10
914,0.8,0.7,0.05,0,0.0185,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,180862,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,2.2369
915,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,313799,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,1.2564025
916,0.8,0.7,0.05,0,0.7987,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,200459,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,10
917,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,45918.4,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,1.33679
918,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,16559,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.127145
919,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,106243,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.287788
920,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,76634.2,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.19955325
921,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,181300,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,1.2785075
922,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,43731.7,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.15,0.1
