int,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,km2,m,frac,frac,MCM,MCM,1-100,1-100,1-100,1-100,1-100,frac,frac,frac,Frac,frac,frac,fact,fact
WatProvID,RES_INIT,GWT_INIT,GWT_RECH,INFORMAL,RES_FLO,RES_MAX,GWT_MAX,ENV_FRAC,DOM_CONS_F,DOM_REU,IRR_REU,IND_CONS_F,IND_REU,ENV_USE,AREA_WP,HP_ELV,HP_FAC,HP_EFF,RES_extra,DESAL,DOM_PRI,IND_PRI,IRR_PRI,ENV_PRI,DWN_PRI,IRR_CONS_F,URB_DEM,IND_DEM,IRR_AREA,Ext_User,DWN_DEM,Calibration,IRR_COR
375,0.8,0.7,0.05,0,0.0424,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,15647.6,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.45762
376,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,25200.4,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.48284025
377,0.8,0.7,0.05,0,0.0436,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,23995.1,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.4494375
378,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,34799.4,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.3568375
379,0.8,0.7,0.05,0,0.816,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,47495.6,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.6941075
380,0.8,0.7,0.05,0,0.1822,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,144500,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.074855
381,0.8,0.7,0.05,0,0.1344,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,51607.5,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.7341525
382,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,25303.3,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,5.0406675
383,0.8,0.7,0.05,0,0.0532,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,160750,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.8813685
384,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,36160.4,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.25688975
385,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,76917.4,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.8495725
386,0.8,0.7,0.05,0,0.0144,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,106125,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.5150625
387,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,72199.6,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.310226
388,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,121415,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.35037825
389,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,38821.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.1
390,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,82576.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.666277
391,0.8,0.7,0.05,0,0.3701,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,100595,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.373,2.29735
392,0.8,0.7,0.05,0,0.0705,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,19972.9,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,0.373,8.50512
393,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,38161.6,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,0.373,1.3286975
394,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,71649.5,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,8.50643
395,0.8,0.7,0.05,0,0.5532,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,122256,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.32029
396,0.8,0.7,0.05,0,0.2036,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,65960.5,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.55546
397,0.8,0.7,0.05,0,0.0016,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,86556.5,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,10
398,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,267.224,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0
399,0.8,0.7,0.05,0,0.3943,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,101006,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,10
400,0.8,0.7,0.05,0,0.0758,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,93634.1,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,9.2651175
401,0.8,0.7,0.05,0,0.3697,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,103018,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,4.69213
402,0.8,0.7,0.05,0,0.6757,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,93555.2,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.1
403,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,15311.1,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,3.95109
404,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,23228,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,1.4072175
405,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,31911.4,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.34229125
406,0.8,0.7,0.05,0,0.0065,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,8814.51,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,6.457605
407,0.8,0.7,0.05,0,0.0688,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,60693.7,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,4.855115
408,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,43108.2,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,2.15743
409,0.8,0.7,0.05,0,0.0769,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,29731.9,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.02,0.1
410,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,102847,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
411,0.8,0.7,0.05,0,0.031,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,207491,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.537215
412,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,66897.9,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,1.0492325
413,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,13363.6,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.9862055
414,0.8,0.7,0.05,0,0.0975,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,228263,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,1.5471725
415,0.8,0.7,0.05,0,0.5128,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,123896,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.89644
416,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,13255.4,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,0.86410925
417,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,104010,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
418,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,80776.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
419,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,36190,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0.39766
420,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,12327.8,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0.1
421,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,62114.6,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
422,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,14116.1,50,1,0.75,0,-999,99,99,99,99,99,0.72,1,1,1,0,0,1.209605,3.470495
423,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,84140.1,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
424,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,12083.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0.30458925
425,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56942.7,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
426,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,136120,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
427,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,94244.3,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,4.64653
428,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,77108.3,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
429,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,47020.6,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,10
430,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,67489.3,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
431,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,27510.7,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,4.30486
432,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,154413,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
433,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,299547,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
434,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56414.8,50,1,0.75,0,0,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,10
435,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,404082,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,2.5599375
436,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,157354,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
437,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,167023,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0.1
438,0.8,0.7,0.05,0,0.0346,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,488606,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,1.427015
439,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,129110,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0.67714825
440,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,46332.2,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
441,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,502675,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,0
442,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,64981.9,50,1,0.75,0,-999,99,99,99,99,99,0.7,1,1,1,0,0,1.209605,10
443,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,86980.8,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.209605,0.92408825
444,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,22193,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.209605,0.41685675
445,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56533.7,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.209605,0.1
446,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,10202.9,50,1,0.75,0,-999,99,99,99,99,99,0.81,1,1,1,0,0,1.209605,1.4334775
447,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,50217.3,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.209605,2.614345
448,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,115963,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.209605,0.45710025
449,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,83938.4,50,1,0.75,0,-999,99,99,99,99,99,0.94,1,1,1,0,0,1.3,2.2216725
450,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,37664,50,1,0.75,0,-999,99,99,99,99,99,0.83,1,1,1,0,0,1.3,2.69585
451,0.8,0.7,0.05,0,0.001,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,47113,50,1,0.75,0,-999,99,99,99,99,99,0.72,1,1,1,0,0,1.3,1.9128
452,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,32403,50,1,0.75,0,-999,99,99,99,99,99,0.94,1,1,1,0,0,1.3,3.23184
453,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,21128.1,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.3,5.733585
454,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56224.6,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.3,0.77203725
455,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,92955.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.3,1.91688
456,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,13857.8,50,1,0.75,0,-999,99,99,99,99,99,0.73,1,1,1,0,0,1.3,2.00325
457,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6855.77,50,1,0.75,0,-999,99,99,99,99,99,0.72,1,1,1,0,0,1.3,1.7296425
458,0.8,0.7,0.05,0,0.0231,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,54186.8,50,1,0.75,0,0,99,99,99,99,99,0.94,1,1,1,0,0,1.3,4.8402625
459,0.8,0.7,0.05,0,0.0385,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,178438,50,1,0.75,0,-999,99,99,99,99,99,0.94,1,1,1,0,0,1.3,0.90388525
460,0.8,0.7,0.05,0,0.9972,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,83027.9,50,1,0.75,0,-999,99,99,99,99,99,0.72,1,1,1,0,0,1.3,2.1185525
461,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,48994.8,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.3,1.9359275
462,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,20215.7,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.3,2.21167
463,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6306.45,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.3,6.732695
464,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,23807.9,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.3,0.5639545
465,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,33534.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.731171
466,0.8,0.7,0.05,0,0.8291,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,26622.6,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,5.4285575
467,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,25225.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.388888
468,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7936.07,50,1,0.75,0,-999,99,99,99,99,99,0.93,1,1,1,0,0,1.02,0.33573775
469,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,21432.9,50,1,0.75,0,-999,99,99,99,99,99,0.83,1,1,1,0,0,1.02,5.5756925
470,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5955.14,50,1,0.75,0,0,99,99,99,99,99,0.94,1,1,1,0,0,1.02,2
471,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6903.29,50,1,0.75,0,-999,99,99,99,99,99,0.72,1,1,1,0,0,1.02,2.8940025
472,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,33383.1,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,2.2439025
473,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,9236.63,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.1622675
474,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,31604.2,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.4131425
475,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,765.053,50,1,0.75,0,-999,99,99,99,99,99,0.88,1,1,1,0,0,1.02,0
476,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,58476.2,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,3.6230275
477,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,60286.7,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.7150925
478,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,36728.5,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,3.1428475
479,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5079.72,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,9.7066975
480,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,29023.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
481,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,28919.7,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.5914425
482,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,55692.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.58594225
483,0.8,0.7,0.05,0,0.9719,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,66557,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,3.3200725
484,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7044.07,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,4.1078925
485,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5863.22,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,4.2557125
486,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,77616.1,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.62721
487,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,81245.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,0.2039965
488,0.8,0.7,0.05,0,0.9045,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,19972.5,50,1,0.75,0,-999,99,99,99,99,99,0.73,1,1,1,0,0,1.02,2.0078525
489,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,48649.8,50,1,0.75,0,-999,99,99,99,99,99,0.94,1,1,1,0,0,1.02,0.5596355
490,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,5402.37,50,1,0.75,0,0,99,99,99,99,99,0.89,1,1,1,0,0,1.02,1.0032115
491,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,7914.86,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
492,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,8386.59,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.582155
493,0.8,0.7,0.05,0,0.7032,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,100926,50,1,0.75,0,0,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
494,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,41219.8,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,7.8632575
495,0.8,0.7,0.05,0,0.0118,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,27665.1,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
496,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,6309.06,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
497,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,77885.3,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
498,0.8,0.7,0.05,0,0,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,124704,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,10
499,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,21516.4,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,1.7174325
500,0.8,0.7,0.05,0,0.2476,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,32896.5,50,1,0.75,0,-999,99,99,99,99,99,0.95,1,1,1,0,0,1.02,4.166845
501,0.8,0.7,0.05,0,0.9907,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,18651.9,50,1,0.75,0,0,99,99,99,99,99,0.71,1,1,1,0,0,1.02,1.5568225
502,0.8,0.7,0.05,0,0.2,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,84427.1,50,1,0.75,0,-999,99,99,99,99,99,0.82,1,1,1,0,0,1.02,1.3598975
503,0.8,0.7,0.05,0,0.1627,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,132882,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,4.601005
504,0.8,0.7,0.05,0,0.0154,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,56930.7,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,5.17064
505,0.8,0.7,0.05,0,0.0047,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,42016.8,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,10
506,0.8,0.7,0.05,0,0.2361,0.1,0.05,0.2,0.8,0.5,0.2,0.8,0.5,0,52565.1,50,1,0.75,0,0,99,99,99,99,99,0.82,1,1,1,0,0,1.02,3.4190725
