int,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,frac,km2,m,frac,frac,MCM,MCM,1-100,1-100,1-100,1-100,1-100,frac,frac,frac,Frac,frac,frac,fact,fact
WatProvID,RES_INIT,GWT_INIT,GWT_RECH,INFORMAL,RES_FLO,RES_MAX,GWT_MAX,ENV_FRAC,DOM_CONS_F,DOM_REU,IRR_REU,IND_CONS_F,IND_REU,ENV_USE,AREA_WP,HP_ELV,HP_FAC,HP_EFF,RES_extra,DESAL,DOM_PRI,IND_PRI,IRR_PRI,ENV_PRI,DWN_PRI,IRR_CONS_F,URB_DEM,IND_DEM,IRR_AREA,Ext_User,DWN_DEM,Calibration,IRR_COR
342,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,291.04,50,1,0.75,1000,0.577777778,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.249284402
343,0.8,0.7,1,0,0.2931,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,48320.8,50,1,0.75,1000,0.577777778,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.059037491
344,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,1034.28,50,1,0.75,1000,0.577777778,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.109666398
345,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,6035.25,50,1,0.75,1000,0.577777778,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.338247564
346,0.8,0.7,1,0,0.1425,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,55598.5,50,1,0.75,1000,0.577777778,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.285558908
347,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,99045.6,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.007983738
348,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,35670.7,50,1,0.75,1000,-999,99,99,99,99,99,0.898,1,1,0.924276169,0,0,1.02,1.003026116
349,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,64475.1,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.010863455
350,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,83718,50,1,0.75,1000,-999,99,99,99,99,99,0.898,1,1,0.924276169,0,0,1.02,1.017984762
351,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,27275.7,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.011545172
352,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,28806.6,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.025496442
353,0.8,0.7,1,0,0.2235,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,66526.7,50,1,0.75,1000,-999,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.02,1.23765497
354,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,56506.8,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.02,1.014901064
355,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,17443.5,50,1,0.75,1000,-999,99,99,99,99,99,0.952,1,1,0.966386555,0,0,1.02,1.13903494
356,0.8,0.7,1,0,0.0049,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,62665,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.02,1.321694248
357,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,10913.2,50,1,0.75,1000,-999,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.02,1.08472321
358,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,92914.4,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.057342898
359,0.8,0.7,1,0,0.1663,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,32416.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.092104352
360,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,30056.7,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.036322208
361,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,75484.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.050331464
362,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,14763.6,50,1,0.75,1000,-999,99,99,99,99,99,0.886,1,1,0.914221219,0,0,1.02,1.012314773
363,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,135609,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.020415934
364,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,97980.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.020544733
365,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,117915,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.053006772
366,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,73672.2,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.015217069
367,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,40666.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.004294637
368,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,87341,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.010647805
369,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,72526,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.04847178
370,0.8,0.7,1,0,0.0049,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,29791.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.29716181
371,0.8,0.7,1,0,0.4882,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,80667.8,50,1,0.75,1000,-999,99,99,99,99,99,0.826,1,1,0.859564165,0,0,1.02,1.111463813
372,0.8,0.7,1,0,0.8576,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,5345.42,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.083849873
373,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,37059,50,1,0.75,1000,-999,99,99,99,99,99,0.832,1,1,0.865384615,0,0,1.02,1.850774528
374,0.8,0.7,1,0,0.2279,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,164620,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.21767368
375,0.8,0.7,1,0,0.0424,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,15647.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.603777877
376,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,25200.4,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.306185231
377,0.8,0.7,1,0,0.0436,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,23995.1,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.237557472
378,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,34799.4,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.175707213
379,0.8,0.7,1,0,0.816,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,47495.6,50,1,0.75,1000,0.027272727,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.072034235
380,0.8,0.7,1,0,0.1822,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,144500,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.095289906
381,0.8,0.7,1,0,0.1344,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,51607.5,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.253673535
382,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,25303.3,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.084264744
383,0.8,0.7,1,0,0.0532,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,160750,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.08755099
384,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,36160.4,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.104758061
385,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,76917.4,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.048321914
386,0.8,0.7,1,0,0.0144,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,106125,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.070024042
387,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,72199.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.035268462
388,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,121415,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.062990186
389,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,38821.2,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.074704143
390,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,82576.2,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.07171936
391,0.8,0.7,1,0,0.3701,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,100595,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,0.373,1.126768022
392,0.8,0.7,1,0,0.0705,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,19972.9,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,0.373,1.179496071
393,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,38161.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,0.373,1.175077463
394,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,71649.5,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.611763938
395,0.8,0.7,1,0,0.5532,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,122256,50,1,0.75,1000,0.68125,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
396,0.8,0.7,1,0,0.2036,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,65960.5,50,1,0.75,1000,0.68125,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
397,0.8,0.7,1,0,0.0016,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,86556.5,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.214861924
398,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,267.224,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
399,0.8,0.7,1,0,0.3943,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,101006,50,1,0.75,1000,0.68125,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.686307832
400,0.8,0.7,1,0,0.0758,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,93634.1,50,1,0.75,1000,0.68125,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.114290354
401,0.8,0.7,1,0,0.3697,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,103018,50,1,0.75,1000,0.68125,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
402,0.8,0.7,1,0,0.6757,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,93555.2,50,1,0.75,1000,0.122727273,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,2
403,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,15311.1,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
404,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,23228,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
405,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,31911.4,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
406,0.8,0.7,1,0,0.0065,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,8814.51,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
407,0.8,0.7,1,0,0.0688,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,60693.7,50,1,0.75,1000,0.733333333,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,1.692449295
408,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,43108.2,50,1,0.75,1000,0.733333333,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
409,0.8,0.7,1,0,0.0769,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,29731.9,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.02,2
410,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,102847,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,2
411,0.8,0.7,1,0,0.031,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,207491,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.395712608
412,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,66897.9,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.378812079
413,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,13363.6,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,1.359519553
414,0.8,0.7,1,0,0.0975,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,228263,50,1,0.75,1000,20,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,2
415,0.8,0.7,1,0,0.5128,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,123896,50,1,0.75,1000,20,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,2
416,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,13255.4,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.02,2
417,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,104010,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.274609059
418,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,80776.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.294992788
419,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,36190,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.093338596
420,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,12327.8,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.328462504
421,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,62114.6,50,1,0.75,1000,0.016666667,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.145806606
422,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,14116.1,50,1,0.75,1000,-999,99,99,99,99,99,0.832,1,1,0.865384615,0,0,1.209605,1.300012868
423,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,84140.1,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.329467456
424,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,12083.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.886209749
425,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,56942.7,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.405260025
426,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,136120,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.394042819
427,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,94244.3,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.359051235
428,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,77108.3,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,2
429,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,47020.6,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.300589431
430,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,67489.3,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.233351624
431,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,27510.7,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.37153914
432,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,154413,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.573355126
433,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,299547,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.192032824
434,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,56414.8,50,1,0.75,1000,0,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.110766908
435,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,404082,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.509225655
436,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,157354,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.183197292
437,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,167023,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.288785058
438,0.8,0.7,1,0,0.0346,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,488606,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.199746897
439,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,129110,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.388589911
440,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,46332.2,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.647873517
441,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,502675,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.625574926
442,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,64981.9,50,1,0.75,1000,-999,99,99,99,99,99,0.82,1,1,0.853658537,0,0,1.209605,1.638939636
443,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,86980.8,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.209605,1.161071311
444,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,22193,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.209605,1.044767609
445,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,56533.7,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.209605,1.056265015
446,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,10202.9,50,1,0.75,1000,-999,99,99,99,99,99,0.886,1,1,0.914221219,0,0,1.209605,1.25331962
447,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,50217.3,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.209605,1.34219485
448,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,115963,50,1,0.75,1000,-999,99,99,99,99,99,0.892,1,1,0.919282511,0,0,1.209605,1.324278331
449,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,83938.4,50,1,0.75,1000,-999,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.3,2
450,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,37664,50,1,0.75,1000,-999,99,99,99,99,99,0.898,1,1,0.924276169,0,0,1.3,2
451,0.8,0.7,1,0,0.001,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,47113,50,1,0.75,1000,-999,99,99,99,99,99,0.832,1,1,0.865384615,0,0,1.3,1.202889894
452,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,32403,50,1,0.75,1000,-999,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.3,1.616249805
453,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,21128.1,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,1.84725316
454,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,56224.6,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,2
455,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,92955.4,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,1.229099807
456,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,13857.8,50,1,0.75,1000,-999,99,99,99,99,99,0.838,1,1,0.871121718,0,0,1.3,1.180435184
457,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,6855.77,50,1,0.75,1000,-999,99,99,99,99,99,0.832,1,1,0.865384615,0,0,1.3,2
458,0.8,0.7,1,0,0.0231,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,54186.8,50,1,0.75,1000,0,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.3,1.199383372
459,0.8,0.7,1,0,0.0385,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,178438,50,1,0.75,1000,-999,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.3,1.473501505
460,0.8,0.7,1,0,0.9972,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,83027.9,50,1,0.75,1000,-999,99,99,99,99,99,0.832,1,1,0.865384615,0,0,1.3,1.17888664
461,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,48994.8,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,2
462,0.8,0.7,1,0,0.2,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,20215.7,50,1,0.75,1000,0,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,2
463,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,6306.45,50,1,0.75,1000,0,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,1.189884491
464,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,23807.9,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.3,2
465,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,33534.4,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.02,1.284720928
466,0.8,0.7,1,0,0.8291,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,26622.6,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.02,1.496910548
467,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,25225.4,50,1,0.75,1000,-999,99,99,99,99,99,0.97,1,1,0.979381443,0,0,1.02,1.345221954
468,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,7936.07,50,1,0.75,1000,-999,99,99,99,99,99,0.958,1,1,0.970772443,0,0,1.02,1.027160631
469,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,21432.9,50,1,0.75,1000,-999,99,99,99,99,99,0.898,1,1,0.924276169,0,0,1.02,1.027591438
470,0.8,0.7,1,0,0,0.1,2,0.2,0.8,0.5,0.6,0.8,0.5,0,5955.14,50,1,0.75,1000,0,99,99,99,99,99,0.964,1,1,0.975103734,0,0,1.02,1.047033753
